persona_id,age,gender,city,state,education,occupation,income_inr,language,marital_status,children,lifestyle,shopping_frequency,online_shopping_pct,offline_shopping_pct,payment_method,vehicle,technology_adoption,health_consciousness,food_preference,political_interest,social_media_usage,brand_loyalty,price_sensitivity,risk_taking,impulse_buying,discount_preference,premium_preference,preferred_brand,communication_style,response_length,openness,conscientiousness,extraversion,agreeableness,neuroticism,confidence,optimism,patience,curiosity,practicality,emotional_score
P17758,52,Male,Kolkata,West Bengal,M.Tech,Lawyer,2885000,"Hindi, English, Telugu",Single,0,Minimalist,Occasionally,42,58,Net Banking,Car,Early Adopter,88,Eggetarian,Low,55,22,7,99,2,13,84,Levi's,Professional,Short,30,75,31,55,13,93,33,72,41,3,1
P17759,35,Male,Pune,Maharashtra,MCA,Software Engineer,3037000,"Hindi, English",Married,2,Luxury,Monthly,33,67,UPI,Both,Late Adopter,60,Vegetarian,High,60,21,72,71,84,12,59,Samsung,Friendly,Short,51,39,72,69,89,6,42,40,49,67,4
P17760,36,Female,Pune,Maharashtra,B.Sc,Designer,3204000,"Hindi, English, Telugu",Married,3,Balanced,Weekly,43,57,UPI,Car,Mainstream,45,Non-Vegetarian,Low,40,11,87,24,66,68,19,Adidas,Concise,Long,69,10,28,1,95,97,70,48,80,74,63
P17761,61,Male,Indore,Madhya Pradesh,High School,Student,4296000,Hindi,Single,0,Luxury,Weekly,85,15,Net Banking,Car,Late Adopter,93,Eggetarian,High,87,70,87,78,87,44,70,Tata,Concise,Short,73,31,14,99,21,51,54,82,85,46,83
P17762,30,Female,Jaipur,Rajasthan,B.Com,Student,2941000,English,Single,0,Minimalist,Monthly,88,12,Cash,None,Early Adopter,42,Vegetarian,Low,57,79,50,9,58,17,32,Nike,Direct,Medium,100,31,24,60,65,38,36,9,85,4,97
P17763,36,Male,Chandigarh,Chandigarh,B.Com,Software Engineer,3773000,"Hindi, English",Married,3,Luxury,Occasionally,27,73,Net Banking,Both,Early Adopter,83,Non-Vegetarian,Low,79,20,28,69,98,100,79,Apple,Concise,Long,1,47,82,70,100,22,54,72,29,11,59
P17764,18,Female,Kolkata,West Bengal,M.Tech,Farmer,3061000,"Hindi, English",Single,0,Minimalist,Monthly,40,60,UPI,None,Mainstream,4,Vegetarian,Low,5,72,22,40,76,75,41,Titan,Friendly,Long,61,74,47,81,95,79,91,69,51,8,46
P17765,52,Female,Pune,Maharashtra,B.Tech,Doctor,2365000,"Hindi, English, Telugu",Single,0,Luxury,Monthly,87,13,UPI,Bike,Mainstream,1,Vegan,High,30,76,93,61,48,14,61,Apple,Professional,Medium,75,60,25,100,28,100,64,21,40,44,24
P17766,47,Male,Ahmedabad,Gujarat,B.Sc,Government Employee,824000,"Hindi, English",Married,0,Luxury,Occasionally,85,15,Credit Card,Bike,Mainstream,73,Vegan,High,25,12,1,77,60,49,81,Samsung,Direct,Long,90,63,22,98,79,81,46,14,65,77,5
P17767,35,Female,Indore,Madhya Pradesh,M.Tech,Farmer,2561000,"Hindi, English",Single,0,Minimalist,Occasionally,13,87,UPI,None,Early Adopter,99,Vegetarian,Medium,67,77,20,62,16,45,57,Titan,Direct,Short,84,70,19,33,94,39,96,75,30,32,59
P17768,28,Male,Kolkata,West Bengal,High School,Business Owner,2580000,"Hindi, English",Single,0,Luxury,Monthly,90,10,Credit Card,Bike,Early Adopter,1,Vegetarian,Medium,25,55,57,96,29,29,10,Sony,Direct,Medium,84,10,83,79,28,88,55,79,9,56,77
P17769,58,Male,Pune,Maharashtra,B.Sc,Marketing Manager,2151000,"Hindi, English, Tamil",Single,0,Balanced,Occasionally,27,73,Credit Card,Car,Early Adopter,74,Vegan,Low,88,25,90,54,30,50,67,Puma,Direct,Long,31,24,2,14,83,45,96,44,9,10,15
P17770,56,Female,Chandigarh,Chandigarh,High School,Software Engineer,3895000,"Hindi, English",Single,0,Balanced,Monthly,62,38,Net Banking,None,Mainstream,78,Vegan,High,35,97,41,97,2,2,15,Puma,Friendly,Medium,11,28,49,71,22,45,100,24,10,46,9
P17771,50,Female,Patna,Bihar,MBA,Student,3188000,Hindi,Single,0,Luxury,Monthly,11,89,UPI,Both,Early Adopter,26,Non-Vegetarian,High,14,3,81,60,55,71,88,Sony,Concise,Long,52,94,44,84,1,2,66,5,8,25,68
P17772,61,Female,Indore,Madhya Pradesh,Diploma,Teacher,2210000,Hindi,Married,0,Balanced,Weekly,14,86,Net Banking,Car,Mainstream,34,Vegan,High,64,27,31,67,1,100,99,Samsung,Concise,Medium,40,80,45,74,65,90,79,84,22,30,8
P17773,27,Female,Kochi,Kerala,B.Sc,Teacher,4463000,English,Single,0,Luxury,Occasionally,73,27,Cash,Car,Mainstream,91,Non-Vegetarian,Low,28,54,100,94,73,46,2,Sony,Direct,Medium,44,60,14,23,30,33,59,10,70,45,15
P17774,41,Male,Pune,Maharashtra,MCA,Farmer,2358000,"Hindi, English",Single,0,Luxury,Occasionally,18,82,Net Banking,None,Mainstream,38,Non-Vegetarian,High,60,48,78,23,38,29,78,Titan,Professional,Medium,4,9,78,68,11,61,50,55,32,1,73
P17775,32,Male,Kolkata,West Bengal,M.Tech,Freelancer,3769000,Hindi,Single,0,Balanced,Occasionally,67,33,UPI,Car,Late Adopter,41,Vegan,Medium,78,68,46,65,52,29,70,Nike,Direct,Long,21,75,33,86,43,79,20,51,22,95,88
P17776,25,Female,Jaipur,Rajasthan,B.Tech,Farmer,2609000,"Hindi, English, Marathi",Single,0,Luxury,Monthly,54,46,Credit Card,None,Late Adopter,40,Eggetarian,Medium,81,49,28,35,48,20,96,Titan,Direct,Long,29,5,63,8,70,24,16,36,21,37,94
P17777,58,Male,Patna,Bihar,MCA,Teacher,4154000,"Hindi, English, Marathi",Married,3,Luxury,Weekly,49,51,UPI,Both,Late Adopter,8,Vegetarian,Medium,100,80,58,87,80,31,43,Tata,Concise,Long,21,83,7,81,71,68,97,46,9,40,89
P17778,35,Female,Delhi,Delhi,B.Com,Doctor,1981000,"Hindi, English",Single,0,Luxury,Occasionally,33,67,Net Banking,None,Late Adopter,60,Non-Vegetarian,Low,7,14,53,72,25,4,31,Puma,Direct,Short,88,89,75,1,28,38,36,65,74,73,27
P17779,53,Female,Bengaluru,Karnataka,MBBS,Teacher,349000,"Hindi, English",Single,0,Balanced,Occasionally,55,45,Credit Card,Both,Late Adopter,8,Eggetarian,Medium,53,79,98,28,68,35,66,Boat,Concise,Short,77,86,21,64,37,18,14,39,88,50,15
P17780,63,Female,Bhopal,Madhya Pradesh,MBBS,Teacher,3353000,"Hindi, English, Marathi",Single,0,Luxury,Occasionally,65,35,Debit Card,Car,Mainstream,56,Eggetarian,High,32,20,6,38,77,64,57,Samsung,Direct,Medium,89,41,99,27,40,10,95,17,96,97,81
P17781,62,Female,Ahmedabad,Gujarat,MBBS,Lawyer,2560000,Hindi,Single,0,Minimalist,Occasionally,24,76,Debit Card,None,Mainstream,17,Vegetarian,Low,43,56,5,50,52,31,90,Titan,Direct,Medium,51,79,43,49,48,50,48,13,57,81,41
P17782,18,Female,Ahmedabad,Gujarat,M.Tech,Designer,4644000,"Hindi, English, Tamil",Single,0,Balanced,Occasionally,52,48,Net Banking,Both,Mainstream,16,Non-Vegetarian,High,71,44,4,62,44,3,11,Puma,Professional,Long,92,7,25,52,39,36,16,31,76,25,81
P17783,57,Female,Lucknow,Uttar Pradesh,Diploma,Software Engineer,543000,Hindi,Single,0,Luxury,Weekly,60,40,Credit Card,None,Early Adopter,50,Non-Vegetarian,Low,62,99,42,90,16,6,50,Apple,Professional,Long,60,54,73,40,76,43,80,34,98,3,46
P17784,57,Female,Kochi,Kerala,B.Tech,Farmer,1020000,"Hindi, English, Marathi",Married,1,Minimalist,Monthly,79,21,Debit Card,Bike,Mainstream,26,Eggetarian,High,10,80,17,28,72,10,21,Samsung,Friendly,Long,44,75,90,58,61,41,42,2,82,90,96
P17785,60,Female,Bhopal,Madhya Pradesh,MBBS,Content Creator,1152000,"Hindi, English, Marathi",Married,1,Minimalist,Occasionally,34,66,Cash,Car,Late Adopter,29,Non-Vegetarian,High,31,21,2,21,91,24,45,Adidas,Direct,Long,91,51,4,41,36,10,47,93,28,56,67
P17786,36,Female,Ahmedabad,Gujarat,B.Sc,Content Creator,2370000,"Hindi, English, Telugu",Single,0,Balanced,Occasionally,22,78,UPI,Bike,Mainstream,72,Eggetarian,Medium,64,23,49,23,56,96,95,Levi's,Direct,Short,85,26,71,70,91,70,30,9,57,10,97
P17787,56,Male,Ahmedabad,Gujarat,High School,Marketing Manager,3497000,"Hindi, English",Married,3,Balanced,Occasionally,83,17,UPI,Car,Early Adopter,95,Vegan,Low,68,28,68,37,73,17,26,Tata,Professional,Long,85,79,50,84,57,47,99,37,43,83,57
P17788,34,Male,Chandigarh,Chandigarh,PhD,Designer,3384000,"Hindi, English, Telugu",Single,0,Luxury,Monthly,49,51,Cash,Car,Mainstream,20,Eggetarian,High,49,18,82,60,64,39,50,Puma,Friendly,Short,7,91,22,7,12,24,47,68,21,85,23
P17789,53,Female,Hyderabad,Telangana,B.Com,Government Employee,4935000,English,Single,0,Minimalist,Occasionally,57,43,Net Banking,Bike,Mainstream,32,Vegetarian,Medium,7,56,2,22,48,11,74,Titan,Professional,Long,90,26,64,17,44,90,84,32,60,15,98
P17790,59,Male,Jaipur,Rajasthan,B.Com,Freelancer,2301000,"Hindi, English, Telugu",Single,0,Minimalist,Occasionally,49,51,Credit Card,None,Late Adopter,96,Non-Vegetarian,High,54,45,40,98,55,100,35,Sony,Direct,Medium,88,4,68,28,60,22,55,24,82,97,29
P17791,54,Female,Patna,Bihar,B.Tech,Content Creator,4947000,"Hindi, English",Single,0,Balanced,Occasionally,88,12,UPI,None,Late Adopter,3,Non-Vegetarian,Low,29,94,75,42,95,21,67,Tata,Professional,Long,14,44,98,61,90,63,10,46,35,10,75
P17792,22,Male,Mumbai,Maharashtra,B.Tech,Designer,445000,English,Single,0,Minimalist,Monthly,85,15,Net Banking,Car,Mainstream,97,Eggetarian,Medium,93,15,4,36,99,5,11,Nike,Professional,Long,71,47,94,98,80,62,75,17,60,13,78
P17793,63,Female,Patna,Bihar,MBA,Software Engineer,4671000,"Hindi, English, Marathi",Married,3,Balanced,Weekly,60,40,Credit Card,Car,Mainstream,27,Vegetarian,Medium,7,44,20,43,76,35,78,Apple,Direct,Short,47,43,12,64,20,6,30,63,88,67,12
P17794,28,Female,Ahmedabad,Gujarat,B.Sc,Content Creator,2276000,English,Single,0,Balanced,Weekly,57,43,Net Banking,None,Early Adopter,79,Eggetarian,Low,84,78,71,20,10,44,25,Levi's,Concise,Short,25,98,9,70,98,58,18,5,6,66,46
P17795,26,Male,Ahmedabad,Gujarat,High School,Sales Executive,1525000,"Hindi, English, Marathi",Single,0,Balanced,Weekly,36,64,Credit Card,None,Late Adopter,78,Vegan,High,43,5,66,71,77,94,26,Boat,Friendly,Long,65,27,76,52,16,43,75,54,18,60,44
P17796,54,Female,Jaipur,Rajasthan,B.Sc,Software Engineer,683000,"Hindi, English",Single,0,Balanced,Occasionally,75,25,Debit Card,Car,Mainstream,88,Non-Vegetarian,Low,42,89,6,64,23,43,85,Puma,Friendly,Long,22,60,79,8,39,52,72,91,87,55,68
P17797,38,Male,Chennai,Tamil Nadu,High School,Government Employee,733000,"Hindi, English, Marathi",Married,3,Balanced,Occasionally,21,79,Net Banking,Both,Late Adopter,89,Eggetarian,High,9,24,64,87,86,82,29,Adidas,Concise,Long,61,33,68,83,35,84,66,54,12,99,44
P17798,59,Female,Mumbai,Maharashtra,Diploma,Doctor,4736000,"Hindi, English, Telugu",Single,0,Minimalist,Monthly,85,15,UPI,Both,Early Adopter,31,Vegan,High,66,30,72,8,50,82,91,Nike,Concise,Short,23,39,39,71,82,3,65,82,80,19,24
P17799,25,Female,Mumbai,Maharashtra,B.Tech,Lawyer,4281000,English,Single,0,Luxury,Weekly,85,15,Cash,None,Early Adopter,45,Eggetarian,High,12,7,21,55,50,25,74,Apple,Direct,Short,54,82,6,2,63,97,43,52,6,32,91
P17800,63,Male,Indore,Madhya Pradesh,High School,Marketing Manager,3830000,"Hindi, English, Marathi",Married,3,Minimalist,Weekly,69,31,Debit Card,Bike,Mainstream,24,Vegetarian,High,51,95,2,79,70,79,43,Adidas,Professional,Long,24,41,27,8,63,49,65,16,79,9,35
P17801,31,Female,Indore,Madhya Pradesh,PhD,Freelancer,4612000,Hindi,Single,0,Balanced,Occasionally,19,81,Credit Card,Car,Mainstream,28,Non-Vegetarian,Medium,43,35,51,63,28,56,57,Titan,Direct,Short,3,100,89,38,52,57,95,36,66,20,75
P17802,31,Male,Delhi,Delhi,B.Sc,Designer,910000,English,Single,0,Luxury,Occasionally,71,29,UPI,Car,Late Adopter,23,Vegan,High,67,11,64,35,18,42,63,Tata,Friendly,Long,3,98,19,84,76,81,41,99,25,30,27
P17803,27,Male,Bhopal,Madhya Pradesh,B.Sc,Freelancer,1632000,"Hindi, English",Single,0,Luxury,Occasionally,37,63,UPI,None,Late Adopter,95,Non-Vegetarian,Low,53,1,38,33,75,64,99,Apple,Concise,Medium,35,100,50,28,90,89,22,12,62,16,89
P17804,26,Male,Indore,Madhya Pradesh,Diploma,Government Employee,3085000,Hindi,Single,0,Luxury,Weekly,15,85,Debit Card,Both,Mainstream,14,Eggetarian,Low,53,56,4,18,33,3,16,Levi's,Friendly,Medium,45,38,12,75,85,12,2,25,15,63,91
P17805,65,Male,Pune,Maharashtra,B.Tech,Marketing Manager,2538000,"Hindi, English, Tamil",Single,0,Balanced,Weekly,52,48,UPI,Bike,Late Adopter,86,Non-Vegetarian,Medium,11,82,94,9,4,6,96,Sony,Direct,Long,83,20,83,98,59,29,91,49,66,48,92
P17806,37,Female,Jaipur,Rajasthan,B.Com,Farmer,1857000,"Hindi, English",Married,3,Balanced,Occasionally,49,51,Cash,None,Late Adopter,16,Vegan,High,14,21,10,51,4,16,44,Sony,Direct,Long,35,14,88,21,29,65,61,49,100,45,79
P17807,53,Male,Chennai,Tamil Nadu,M.Tech,Lawyer,3878000,"Hindi, English, Tamil",Married,0,Minimalist,Monthly,18,82,UPI,Car,Late Adopter,19,Non-Vegetarian,Low,99,92,54,91,13,30,55,Adidas,Professional,Medium,24,15,87,53,21,94,81,14,22,11,1
P17808,43,Female,Chennai,Tamil Nadu,PhD,Student,3300000,English,Single,0,Luxury,Occasionally,89,11,Net Banking,Both,Late Adopter,71,Eggetarian,Medium,100,18,85,45,76,69,43,Puma,Direct,Long,8,39,79,49,3,53,21,74,77,66,39
P17809,53,Female,Kolkata,West Bengal,B.Com,Farmer,1422000,English,Married,1,Minimalist,Monthly,56,44,Credit Card,None,Mainstream,81,Vegetarian,Low,73,73,78,57,90,21,62,Nike,Friendly,Long,69,44,30,70,76,3,71,20,74,37,77
P17810,21,Male,Delhi,Delhi,M.Tech,Content Creator,265000,"Hindi, English, Marathi",Single,0,Minimalist,Monthly,80,20,Net Banking,None,Late Adopter,30,Vegan,Medium,4,78,14,37,37,22,21,Nike,Friendly,Short,80,63,98,56,96,54,40,61,73,87,62
P17811,20,Male,Mumbai,Maharashtra,B.Sc,Nurse,2753000,"Hindi, English, Tamil",Single,0,Luxury,Monthly,67,33,Credit Card,Bike,Late Adopter,98,Non-Vegetarian,Medium,4,31,1,78,97,11,9,Samsung,Professional,Medium,98,80,66,52,28,71,14,48,61,45,9
P17812,50,Female,Bengaluru,Karnataka,B.Sc,Designer,3324000,"Hindi, English, Tamil",Married,3,Minimalist,Weekly,22,78,Net Banking,Both,Late Adopter,25,Eggetarian,High,59,3,60,78,72,41,6,Tata,Direct,Medium,33,95,64,77,64,92,65,63,69,23,9
P17813,31,Male,Mumbai,Maharashtra,M.Tech,Software Engineer,3633000,"Hindi, English",Married,1,Balanced,Monthly,71,29,UPI,Both,Mainstream,53,Vegan,Medium,53,50,25,74,20,56,2,Adidas,Concise,Long,100,40,82,61,16,48,93,10,32,75,47
P17814,34,Female,Lucknow,Uttar Pradesh,M.Tech,Business Owner,2936000,English,Married,0,Minimalist,Occasionally,19,81,Credit Card,Bike,Early Adopter,86,Eggetarian,High,16,96,59,3,79,53,51,Sony,Concise,Short,13,26,94,5,24,27,89,42,97,62,85
P17815,22,Male,Chandigarh,Chandigarh,Diploma,Business Owner,2431000,"Hindi, English, Tamil",Single,0,Luxury,Occasionally,90,10,Debit Card,Bike,Mainstream,76,Vegan,High,4,76,15,1,84,83,41,Sony,Concise,Medium,100,12,1,45,17,83,8,69,72,17,53
P17816,43,Male,Mumbai,Maharashtra,PhD,Sales Executive,4903000,"Hindi, English",Married,3,Minimalist,Monthly,20,80,Cash,Bike,Mainstream,10,Non-Vegetarian,High,92,53,63,61,79,6,24,Boat,Friendly,Medium,83,75,4,38,29,47,52,61,71,72,16
P17817,46,Female,Delhi,Delhi,High School,Freelancer,3235000,"Hindi, English, Marathi",Married,0,Luxury,Monthly,39,61,Cash,Both,Mainstream,40,Vegetarian,Medium,57,68,88,4,12,55,28,Boat,Concise,Short,55,52,32,9,71,24,44,63,80,44,94
P17818,38,Male,Bhopal,Madhya Pradesh,M.Tech,Student,365000,Hindi,Married,0,Minimalist,Occasionally,82,18,UPI,Car,Early Adopter,28,Vegan,Medium,29,66,18,78,41,47,48,Apple,Concise,Medium,30,47,42,52,6,69,38,97,22,88,44
P17819,21,Male,Jaipur,Rajasthan,Diploma,Accountant,424000,"Hindi, English, Telugu",Single,0,Balanced,Weekly,45,55,UPI,Car,Mainstream,5,Vegetarian,Medium,99,79,69,97,18,41,89,Boat,Professional,Long,76,59,32,70,67,47,5,60,76,6,18
P17820,57,Male,Hyderabad,Telangana,MCA,Farmer,4747000,English,Married,3,Minimalist,Monthly,72,28,Debit Card,Bike,Mainstream,78,Vegetarian,Low,72,96,43,26,27,79,5,Sony,Friendly,Medium,70,22,44,10,10,26,82,73,87,74,42
P17821,51,Male,Pune,Maharashtra,MBBS,Content Creator,2915000,"Hindi, English, Marathi",Single,0,Minimalist,Weekly,65,35,Credit Card,Bike,Mainstream,1,Vegan,High,99,28,20,34,65,31,16,Sony,Direct,Medium,22,81,37,58,11,59,2,14,41,59,23
P17822,29,Male,Lucknow,Uttar Pradesh,B.Tech,Freelancer,1016000,"Hindi, English, Tamil",Married,2,Balanced,Occasionally,50,50,UPI,Bike,Late Adopter,1,Eggetarian,Low,4,84,42,84,32,56,21,Sony,Friendly,Medium,84,29,11,33,95,3,48,11,15,46,93
P17823,38,Female,Jaipur,Rajasthan,MBBS,Nurse,1273000,English,Single,0,Luxury,Occasionally,76,24,Net Banking,Both,Late Adopter,28,Vegetarian,Low,3,4,51,1,45,33,94,Boat,Concise,Medium,88,95,7,81,94,91,78,60,81,59,23
P17824,29,Male,Kolkata,West Bengal,MCA,Marketing Manager,2993000,Hindi,Single,0,Luxury,Occasionally,75,25,Credit Card,Bike,Early Adopter,77,Eggetarian,Medium,46,30,66,24,38,71,55,Levi's,Friendly,Short,38,9,49,28,34,91,44,93,90,57,21
P17825,46,Male,Ahmedabad,Gujarat,B.Com,Lawyer,4538000,"Hindi, English, Telugu",Single,0,Luxury,Occasionally,35,65,UPI,Both,Mainstream,29,Eggetarian,High,79,4,32,19,64,41,66,Apple,Concise,Medium,71,5,33,86,58,48,76,73,45,26,50
P17826,51,Male,Kochi,Kerala,MCA,Accountant,1556000,"Hindi, English, Tamil",Single,0,Balanced,Monthly,65,35,Credit Card,Bike,Early Adopter,35,Eggetarian,High,48,77,8,31,18,33,15,Tata,Professional,Short,32,15,73,32,36,50,58,98,58,97,51
P17827,43,Female,Jaipur,Rajasthan,B.Com,Designer,3160000,English,Single,0,Balanced,Monthly,94,6,Net Banking,Car,Late Adopter,5,Vegan,High,72,79,35,51,92,40,46,Apple,Direct,Long,28,61,24,81,88,34,90,2,91,29,73
P17828,45,Female,Kolkata,West Bengal,B.Sc,Lawyer,1704000,"Hindi, English, Marathi",Single,0,Minimalist,Weekly,92,8,Net Banking,None,Late Adopter,58,Vegan,High,53,87,18,63,46,61,19,Samsung,Concise,Medium,11,21,14,11,25,62,41,33,76,44,45
P17829,23,Female,Bengaluru,Karnataka,Diploma,Farmer,4507000,"Hindi, English, Marathi",Single,0,Luxury,Weekly,21,79,Cash,None,Early Adopter,48,Non-Vegetarian,Medium,50,26,92,75,3,38,85,Samsung,Friendly,Medium,56,27,71,83,2,46,55,30,99,83,65
P17830,54,Male,Bengaluru,Karnataka,High School,Lawyer,861000,English,Married,2,Minimalist,Weekly,49,51,UPI,None,Early Adopter,12,Non-Vegetarian,Low,88,37,3,96,100,68,24,Titan,Professional,Long,48,22,48,73,32,49,73,72,33,9,50
P17831,31,Female,Chennai,Tamil Nadu,B.Com,Accountant,1742000,Hindi,Married,2,Balanced,Weekly,25,75,Debit Card,None,Mainstream,88,Eggetarian,Medium,59,96,5,29,41,69,81,Puma,Friendly,Short,43,17,68,48,49,68,41,96,8,77,82
P17832,42,Female,Ahmedabad,Gujarat,B.Tech,Content Creator,4203000,"Hindi, English, Tamil",Single,0,Minimalist,Weekly,83,17,Cash,Bike,Early Adopter,46,Eggetarian,Low,74,100,48,45,47,80,53,Apple,Concise,Short,8,100,33,80,59,10,50,58,72,81,1
P17833,36,Male,Mumbai,Maharashtra,B.Com,Content Creator,827000,"Hindi, English, Marathi",Single,0,Luxury,Occasionally,13,87,Net Banking,None,Late Adopter,32,Vegan,Low,90,88,49,51,16,86,1,Sony,Professional,Long,94,89,77,99,9,11,56,13,2,13,5
P17834,47,Female,Chandigarh,Chandigarh,PhD,Government Employee,752000,English,Single,0,Balanced,Occasionally,28,72,Cash,Car,Mainstream,40,Vegan,High,55,76,91,43,82,65,95,Boat,Professional,Long,74,100,92,77,10,5,85,60,76,75,53
P17835,24,Male,Jaipur,Rajasthan,B.Sc,Sales Executive,4080000,"Hindi, English, Tamil",Single,0,Balanced,Monthly,63,37,Debit Card,Car,Mainstream,52,Eggetarian,Medium,1,59,87,15,77,54,6,Nike,Direct,Short,39,47,99,86,54,85,58,17,42,89,33
P17836,36,Female,Bengaluru,Karnataka,High School,Content Creator,3014000,"Hindi, English, Tamil",Single,0,Minimalist,Occasionally,43,57,Cash,Both,Late Adopter,100,Vegan,High,61,89,81,81,40,25,43,Titan,Professional,Short,30,20,53,75,52,90,65,7,81,8,24
P17837,38,Female,Chandigarh,Chandigarh,High School,Doctor,342000,English,Single,0,Balanced,Weekly,52,48,Cash,Both,Mainstream,45,Non-Vegetarian,Medium,78,2,92,35,86,65,42,Puma,Professional,Short,1,75,58,23,95,70,22,16,60,50,78
P17838,47,Female,Jaipur,Rajasthan,PhD,Software Engineer,1974000,"Hindi, English, Telugu",Single,0,Minimalist,Monthly,18,82,Credit Card,Both,Late Adopter,16,Non-Vegetarian,Medium,4,33,38,82,17,36,73,Levi's,Direct,Short,18,64,28,88,11,5,25,90,68,13,31
P17839,49,Male,Patna,Bihar,MBA,Designer,490000,Hindi,Married,3,Luxury,Monthly,43,57,Credit Card,Bike,Late Adopter,24,Non-Vegetarian,High,32,73,21,78,12,47,81,Tata,Direct,Long,46,14,33,99,58,13,90,66,57,86,52
P17840,39,Female,Ahmedabad,Gujarat,PhD,Farmer,3896000,"Hindi, English, Tamil",Single,0,Luxury,Occasionally,91,9,Credit Card,Bike,Early Adopter,54,Vegetarian,Low,80,82,37,24,14,20,56,Levi's,Professional,Long,78,41,4,29,91,94,70,39,5,32,34
P17841,63,Female,Mumbai,Maharashtra,PhD,Nurse,2331000,"Hindi, English",Married,1,Minimalist,Occasionally,38,62,Cash,Car,Late Adopter,24,Vegan,Medium,43,31,77,55,16,20,54,Puma,Friendly,Long,28,41,66,42,13,48,89,18,40,65,41
P17842,45,Male,Pune,Maharashtra,B.Sc,Content Creator,1573000,"Hindi, English, Tamil",Married,2,Balanced,Weekly,26,74,Net Banking,Both,Late Adopter,26,Vegetarian,High,77,87,8,43,100,16,81,Titan,Friendly,Short,56,42,63,5,24,1,86,4,94,13,9
P17843,45,Male,Chennai,Tamil Nadu,M.Tech,Teacher,2733000,"Hindi, English, Telugu",Married,3,Minimalist,Occasionally,47,53,Net Banking,Car,Early Adopter,14,Non-Vegetarian,Medium,45,96,57,70,19,36,30,Apple,Professional,Long,40,25,51,2,79,77,33,67,11,71,24
P17844,59,Female,Pune,Maharashtra,MBA,Government Employee,4905000,"Hindi, English, Telugu",Single,0,Balanced,Occasionally,79,21,Net Banking,None,Early Adopter,58,Eggetarian,Medium,37,78,88,61,19,78,14,Puma,Concise,Short,42,11,87,27,13,88,54,12,72,55,8
P17845,43,Female,Bengaluru,Karnataka,High School,Teacher,4194000,"Hindi, English, Tamil",Single,0,Luxury,Occasionally,52,48,Net Banking,Both,Early Adopter,60,Non-Vegetarian,Medium,97,53,43,84,74,3,15,Levi's,Professional,Long,14,81,97,43,67,94,25,79,20,10,34
P17846,34,Female,Jaipur,Rajasthan,Diploma,Designer,1873000,"Hindi, English, Tamil",Single,0,Minimalist,Occasionally,90,10,Net Banking,Car,Late Adopter,98,Vegan,Low,78,48,12,38,33,1,58,Apple,Friendly,Long,85,95,91,9,23,78,56,9,83,87,24
P17847,55,Female,Bhopal,Madhya Pradesh,M.Tech,Business Owner,1731000,"Hindi, English, Telugu",Married,1,Luxury,Weekly,70,30,Net Banking,Car,Early Adopter,33,Non-Vegetarian,High,16,1,41,78,12,11,98,Samsung,Professional,Short,74,75,2,14,40,59,38,3,20,49,74
P17848,62,Female,Mumbai,Maharashtra,Diploma,Student,4638000,"Hindi, English, Tamil",Single,0,Luxury,Monthly,62,38,Credit Card,None,Late Adopter,66,Vegan,High,27,30,5,87,16,60,53,Levi's,Professional,Short,19,31,93,52,43,3,17,37,9,54,34
P17849,44,Female,Kochi,Kerala,B.Tech,Doctor,3476000,"Hindi, English, Telugu",Married,0,Luxury,Occasionally,23,77,Debit Card,None,Mainstream,64,Non-Vegetarian,High,73,12,73,42,71,54,60,Sony,Direct,Medium,58,89,84,23,16,6,26,65,85,73,53
P17850,60,Female,Mumbai,Maharashtra,MBA,Teacher,2072000,"Hindi, English, Marathi",Married,0,Luxury,Occasionally,57,43,Net Banking,Both,Mainstream,33,Non-Vegetarian,Medium,85,91,18,23,99,39,24,Samsung,Professional,Short,6,30,36,65,84,60,3,8,63,6,58
P17851,38,Female,Hyderabad,Telangana,High School,Government Employee,1842000,"Hindi, English, Marathi",Single,0,Balanced,Weekly,88,12,UPI,Car,Mainstream,32,Eggetarian,Medium,86,34,53,38,92,35,7,Sony,Direct,Medium,4,51,36,94,22,58,54,91,12,10,88
P17852,21,Male,Chennai,Tamil Nadu,B.Tech,Lawyer,4152000,"Hindi, English",Single,0,Balanced,Weekly,15,85,Credit Card,Bike,Early Adopter,10,Vegetarian,High,49,70,43,87,26,48,59,Boat,Professional,Long,19,72,58,8,3,63,99,16,16,48,47
P17853,24,Male,Chennai,Tamil Nadu,Diploma,Lawyer,1143000,"Hindi, English",Single,0,Luxury,Monthly,24,76,Credit Card,Bike,Mainstream,75,Vegetarian,Medium,29,100,42,83,42,28,44,Apple,Friendly,Short,44,98,20,97,70,83,42,42,57,90,32
P17854,64,Male,Kochi,Kerala,Diploma,Sales Executive,4648000,"Hindi, English, Tamil",Single,0,Luxury,Occasionally,17,83,Debit Card,Both,Early Adopter,3,Vegetarian,High,80,81,39,6,56,77,63,Tata,Professional,Medium,47,85,86,18,37,21,67,42,24,96,17
P17855,49,Male,Jaipur,Rajasthan,Diploma,Lawyer,463000,"Hindi, English",Single,0,Luxury,Weekly,75,25,Credit Card,Both,Late Adopter,74,Vegetarian,Low,29,7,72,25,81,98,71,Tata,Direct,Medium,3,95,51,94,81,26,75,75,15,35,98
